"","subID","memory","degree","outdegree","indegree","outdegree_scaled","indegree_scaled","high_outdegree","low_outdegree","high_indegree","low_indegree","outdegree_mem","indegree_mem","degree_scaled","high_degree","low_degree"
"337","31","First car accident as a kid",4,3,1,0.447656273512191,-0.464099659838529,1,0,1,0,1,0,1.26850641588121,1,0
"338","31","Birthday party at Chucky(?) Cheese",4,3,1,0.447656273512191,-0.464099659838529,1,0,1,0,1,0,1.26850641588121,1,0
"339","31","21st birthday party",3,2,1,0.0163841139065855,-0.464099659838529,1,0,1,0,1,0,0.467344469008865,1,0
"340","31","College dorm experience",4,3,1,0.447656273512191,-0.464099659838529,1,0,1,0,1,0,1.26850641588121,1,0
"341","31","First long-term relationship",4,1,3,-0.41488804569902,0.500754664819407,1,0,1,0,0,1,1.26850641588121,1,0
"342","31","College graduation",2,1,1,-0.41488804569902,-0.464099659838529,1,0,1,0,1,0,-0.333817477863475,0,0
"343","31","First apartment",2,0,2,-0.846160205304626,0.0183275024904388,0,1,1,0,0,1,-0.333817477863475,0,0
"344","31","First full-time job",1,0,1,-0.846160205304626,-0.464099659838529,0,1,1,0,0,1,-1.13497942473582,0,1
"345","31","First undergraduate research symposium",4,3,1,0.447656273512191,-0.464099659838529,1,0,1,0,1,0,1.26850641588121,1,0
"346","31","First first-author publication",4,3,1,0.447656273512191,-0.464099659838529,1,0,1,0,1,0,1.26850641588121,1,0
"347","31","Dad's passing",1,0,1,-0.846160205304626,-0.464099659838529,0,1,1,0,0,1,-1.13497942473582,0,1
"348","31","First PC that I built",3,1,2,-0.41488804569902,0.0183275024904388,1,0,1,0,0,1,0.467344469008865,1,0
"349","31","First memories of my pets",2,1,1,-0.41488804569902,-0.464099659838529,1,0,1,0,1,0,-0.333817477863475,0,0
"350","31","Injury to right leg",3,2,1,0.0163841139065855,-0.464099659838529,1,0,1,0,1,0,0.467344469008865,1,0
"351","31","My tattoo",2,1,1,-0.41488804569902,-0.464099659838529,1,0,1,0,1,0,-0.333817477863475,0,0
"352","31","Chipped toenail during childhood",1,0,1,-0.846160205304626,-0.464099659838529,0,1,1,0,0,1,-1.13497942473582,0,1
"353","31","First trip to disneyland",1,0,1,-0.846160205304626,-0.464099659838529,0,1,1,0,0,1,-1.13497942473582,0,1
"354","31","Trip to cancun",1,0,1,-0.846160205304626,-0.464099659838529,0,1,1,0,0,1,-1.13497942473582,0,1
"355","31","Trip to seattle",3,1,2,-0.41488804569902,0.0183275024904388,1,0,1,0,0,1,0.467344469008865,1,0
"356","31","First presentation in grad school",4,3,1,0.447656273512191,-0.464099659838529,1,0,1,0,1,0,1.26850641588121,1,0
"357","31","First date with current girlfriend",1,0,1,-0.846160205304626,-0.464099659838529,0,1,1,0,0,1,-1.13497942473582,0,1
"358","31","Girlfriend's white coat ceremony",1,0,1,-0.846160205304626,-0.464099659838529,0,1,1,0,0,1,-1.13497942473582,0,1
"359","31","Moving to California",2,1,1,-0.41488804569902,-0.464099659838529,1,0,1,0,1,0,-0.333817477863475,0,0
"360","31","Stolen car",1,0,1,-0.846160205304626,-0.464099659838529,0,1,1,0,0,1,-1.13497942473582,0,1
