"","subID","memory","degree","outdegree","indegree","outdegree_scaled","indegree_scaled","high_outdegree","low_outdegree","high_indegree","low_indegree","outdegree_mem","indegree_mem","degree_scaled","high_degree","low_degree"
"241","24","Truck:",7,5,2,1.3102005927234,0.0183275024904388,1,0,1,0,1,0,0.764427624759817,1,0
"242","24","Guinness:",1,0,1,-0.846160205304626,-0.464099659838529,0,1,0,1,0,1,-1.07019867466374,0,1
"243","24","Military: ",12,5,7,1.3102005927234,2.43046331413528,1,0,1,0,0,1,2.29328287427945,1,0
"244","24","SubUwU: ",5,2,3,0.0163841139065855,0.500754664819407,1,0,1,0,0,1,0.152885524951963,1,0
"245","24","Grandpa Howard: ",3,0,3,-0.846160205304626,0.500754664819407,0,1,1,0,0,1,-0.45865657485589,0,1
"246","24","Welk: ",3,1,2,-0.41488804569902,0.0183275024904388,0,1,1,0,0,1,-0.45865657485589,0,1
"247","24","Running through Fire: ",4,2,2,0.0163841139065855,0.0183275024904388,1,0,1,0,0,1,-0.152885524951963,1,0
"248","24","English 1A: ",2,1,1,-0.41488804569902,-0.464099659838529,0,1,0,1,1,0,-0.764427624759817,0,1
"249","24","Alphonse The Clanless: ",3,1,2,-0.41488804569902,0.0183275024904388,0,1,1,0,0,1,-0.45865657485589,0,1
"250","24","Wii: ",1,0,1,-0.846160205304626,-0.464099659838529,0,1,0,1,0,1,-1.07019867466374,0,1
"251","24","ElHafsi: ",7,3,4,0.447656273512191,0.983181827148375,1,0,1,0,0,1,0.764427624759817,1,0
"252","24","Halo 2: ",13,5,8,1.3102005927234,2.91289047646425,1,0,1,0,0,1,2.59905392418338,1,0
"253","24","Discord DND: ",7,6,1,1.74147275232901,-0.464099659838529,1,0,0,1,1,0,0.764427624759817,1,0
"254","24","Sacrificial Lamb: ",5,2,3,0.0163841139065855,0.500754664819407,1,0,1,0,0,1,0.152885524951963,1,0
"255","24","Baker's: ",2,1,1,-0.41488804569902,-0.464099659838529,0,1,0,1,1,0,-0.764427624759817,0,1
"256","24","Freddy: ",1,0,1,-0.846160205304626,-0.464099659838529,0,1,0,1,0,1,-1.07019867466374,0,1
"257","24","One Piece: ",3,3,0,0.447656273512191,-0.946526822167497,1,0,0,1,1,0,-0.45865657485589,0,1
"258","24","Black Clover: ",1,0,1,-0.846160205304626,-0.464099659838529,0,1,0,1,0,1,-1.07019867466374,0,1
"259","24","Pegasus: ",2,0,2,-0.846160205304626,0.0183275024904388,0,1,1,0,0,1,-0.764427624759817,0,1
"260","24","Octopaths: ",4,3,1,0.447656273512191,-0.464099659838529,1,0,0,1,1,0,-0.152885524951963,1,0
"261","24","Unova: ",2,0,2,-0.846160205304626,0.0183275024904388,0,1,1,0,0,1,-0.764427624759817,0,1
"262","24","Plague: ",6,4,2,0.878928433117797,0.0183275024904388,1,0,1,0,1,0,0.45865657485589,1,0
"263","24","Inland Empire: ",7,6,1,1.74147275232901,-0.464099659838529,1,0,0,1,1,0,0.764427624759817,1,0
"264","24","Lancer: ",7,4,3,0.878928433117797,0.500754664819407,1,0,1,0,1,0,0.764427624759817,1,0
