"","subID","memory","degree","outdegree","indegree","outdegree_scaled","indegree_scaled","high_outdegree","low_outdegree","high_indegree","low_indegree","outdegree_mem","indegree_mem","degree_scaled","high_degree","low_degree"
"97","17","North Marin United State Cup Championship",2,2,0,0.0163841139065855,-0.946526822167497,1,0,0,1,1,0,-0.38899330260775,0,0
"98","17","Brother's beachside wedding In Hawaii",7,5,2,1.3102005927234,0.0183275024904388,1,0,1,0,1,0,1.555973210431,1,0
"99","17","Senior Ditch Day at the River",2,0,2,-0.846160205304626,0.0183275024904388,1,0,1,0,0,1,-0.38899330260775,0,0
"100","17","High School Senior Year Prom",5,4,1,0.878928433117797,-0.464099659838529,1,0,1,0,1,0,0.777986605215499,1,0
"101","17","Quince Mexico Trip in the Summer",6,0,6,-0.846160205304626,1.94803615180631,1,0,1,0,0,1,1.16697990782325,1,0
"102","17","2024 Vacation to Waikiki Hawaii",1,0,1,-0.846160205304626,-0.464099659838529,1,0,1,0,0,1,-0.777986605215499,0,1
"103","17","Trip to Aquarium of the Pacific ",3,0,3,-0.846160205304626,0.500754664819407,1,0,1,0,0,1,0,1,0
"104","17","New York City Family Roadtrip",0,0,0,-0.846160205304626,-0.946526822167497,1,0,0,1,1,0,-1.16697990782325,0,1
"105","17","Snowmass Colorado with Doug Carlston",8,5,3,1.3102005927234,0.500754664819407,1,0,1,0,1,0,1.94496651303875,1,0
"106","17","Niagra Falls with Boat Tour",3,3,0,0.447656273512191,-0.946526822167497,1,0,0,1,1,0,0,1,0
"107","17","Buffalo Billiards and being with friends",1,0,1,-0.846160205304626,-0.464099659838529,1,0,1,0,0,1,-0.777986605215499,0,1
"108","17","Late night runs at Luchessi Park",1,0,1,-0.846160205304626,-0.464099659838529,1,0,1,0,0,1,-0.777986605215499,0,1
"109","17","High School Graduation Yayos After Party ",2,2,0,0.0163841139065855,-0.946526822167497,1,0,0,1,1,0,-0.38899330260775,0,0
"110","17","Golden State Warriors Championship Parade",2,0,2,-0.846160205304626,0.0183275024904388,1,0,1,0,0,1,-0.38899330260775,0,0
"111","17","UCR Freshman Year Move In Week ",2,0,2,-0.846160205304626,0.0183275024904388,1,0,1,0,0,1,-0.38899330260775,0,0
"112","17","First UCR Block Party Event",1,0,1,-0.846160205304626,-0.464099659838529,1,0,1,0,0,1,-0.777986605215499,0,1
"113","17","Christmas Break at SF Union Square",3,0,3,-0.846160205304626,0.500754664819407,1,0,1,0,0,1,0,1,0
"114","17","My Sisters Quince Party in SF",2,1,1,-0.41488804569902,-0.464099659838529,1,0,1,0,1,0,-0.38899330260775,0,0
"115","17","Kiaras Birthday In Vallejo",1,0,1,-0.846160205304626,-0.464099659838529,1,0,1,0,0,1,-0.777986605215499,0,1
"116","17","Giants Baseball Game with my friends",0,0,0,-0.846160205304626,-0.946526822167497,1,0,0,1,1,0,-1.16697990782325,0,1
"117","17","Seattle Space Needle and the city",8,6,2,1.74147275232901,0.0183275024904388,1,0,1,0,1,0,1.94496651303875,1,0
"118","17","Driving to LA for Drake Concert",8,5,3,1.3102005927234,0.500754664819407,1,0,1,0,1,0,1.94496651303875,1,0
"119","17","Meeting my brother At Pismo Beach",3,2,1,0.0163841139065855,-0.464099659838529,1,0,1,0,1,0,0,1,0
"120","17","Clippers game to The Groves Market",1,1,0,-0.41488804569902,-0.946526822167497,1,0,0,1,1,0,-0.777986605215499,0,1
