"","subID","memory","degree","outdegree","indegree","outdegree_scaled","indegree_scaled","high_outdegree","low_outdegree","high_indegree","low_indegree","outdegree_mem","indegree_mem","degree_scaled","high_degree","low_degree"
"697","82","my 6th birthday party at home",6,3,3,0.447656273512191,0.500754664819407,1,0,1,0,0,1,0.524657943280008,1,0
"698","82","kindergarten field trip to fairytale land",6,5,1,1.3102005927234,-0.464099659838529,1,0,0,1,1,0,0.524657943280008,1,0
"699","82","not wanting to get my flu shot for the first time ",2,0,2,-0.846160205304626,0.0183275024904388,0,1,1,0,0,1,-0.87442990546668,0,1
"700","82","grandparents taking my brother and i to mcdonalds after school",6,2,4,0.0163841139065855,0.983181827148375,1,0,1,0,0,1,0.524657943280008,1,0
"701","82","getting my ears pierced at 8 years old",5,3,2,0.447656273512191,0.0183275024904388,1,0,1,0,1,0,0.174885981093336,1,0
"702","82","throwing up in a walmart from food poisoning ",8,6,2,1.74147275232901,0.0183275024904388,1,0,1,0,1,0,1.22420186765335,1,0
"703","82","my first crush in middle school ",10,9,1,3.03528923114583,-0.464099659838529,1,0,0,1,1,0,1.9237457920267,1,0
"704","82","first day of high school ",2,0,2,-0.846160205304626,0.0183275024904388,0,1,1,0,0,1,-0.87442990546668,0,1
"705","82","first dance show of high school ",6,5,1,1.3102005927234,-0.464099659838529,1,0,0,1,1,0,0.524657943280008,1,0
"706","82","my high school graduation day ",2,0,2,-0.846160205304626,0.0183275024904388,0,1,1,0,0,1,-0.87442990546668,0,1
"707","82","my 8th grade graduation ",2,1,1,-0.41488804569902,-0.464099659838529,0,1,0,1,1,0,-0.87442990546668,0,1
"708","82","my junior and senior year of high school being online ",2,0,2,-0.846160205304626,0.0183275024904388,0,1,1,0,0,1,-0.87442990546668,0,1
"709","82","playing video games with new friends during the pandemic ",5,2,3,0.0163841139065855,0.500754664819407,1,0,1,0,0,1,0.174885981093336,1,0
"710","82","going to the beach with friends for the first time ",3,2,1,0.0163841139065855,-0.464099659838529,1,0,0,1,1,0,-0.524657943280008,0,1
"711","82","summer camping with family for the first time ",2,0,2,-0.846160205304626,0.0183275024904388,0,1,1,0,0,1,-0.87442990546668,0,1
"712","82","my first date with a guy ",2,0,2,-0.846160205304626,0.0183275024904388,0,1,1,0,0,1,-0.87442990546668,0,1
"713","82","my baby brother being born ",2,0,2,-0.846160205304626,0.0183275024904388,0,1,1,0,0,1,-0.87442990546668,0,1
"714","82","helping plan my grandpa's funeral ",6,3,3,0.447656273512191,0.500754664819407,1,0,1,0,0,1,0.524657943280008,1,0
"715","82","first day of university in a new city ",13,9,4,3.03528923114583,0.983181827148375,1,0,1,0,1,0,2.97306167858671,1,0
"716","82","meeting my best friends in university ",4,2,2,0.0163841139065855,0.0183275024904388,1,0,1,0,0,1,-0.174885981093336,0,0
"717","82","my 21st birthday being in las vegas ",4,0,4,-0.846160205304626,0.983181827148375,0,1,1,0,0,1,-0.174885981093336,0,0
"718","82","going to hawaii for the first time ",2,0,2,-0.846160205304626,0.0183275024904388,0,1,1,0,0,1,-0.87442990546668,0,1
"719","82","being scolded while doing math homework ",3,0,3,-0.846160205304626,0.500754664819407,0,1,1,0,0,1,-0.524657943280008,0,1
"720","82","taking my little brother to the park ",5,2,3,0.0163841139065855,0.500754664819407,1,0,1,0,0,1,0.174885981093336,1,0
