"","subID","memory","degree","outdegree","indegree","outdegree_scaled","indegree_scaled","high_outdegree","low_outdegree","high_indegree","low_indegree","outdegree_mem","indegree_mem","degree_scaled","high_degree","low_degree"
"409","45","My dog, Teddy, passing away.",1,1,0,-0.41488804569902,-0.946526822167497,0,1,0,1,1,0,-1.97527050921312,0,1
"410","45","Graduating high school.",10,9,1,3.03528923114583,-0.464099659838529,1,0,0,1,1,0,1.90344249069628,1,0
"411","45","Completing my Girl Scout Gold Award.",4,3,1,0.447656273512191,-0.464099659838529,1,0,0,1,1,0,-0.682366175909988,0,1
"412","45","Starting my first job. ",4,2,2,0.0163841139065855,0.0183275024904388,0,1,0,1,0,1,-0.682366175909988,0,1
"413","45","Buying my first car.",6,4,2,0.878928433117797,0.0183275024904388,1,0,0,1,1,0,0.179570046292102,0,0
"414","45","Adopting my cats. ",8,3,5,0.447656273512191,1.46560898947734,1,0,1,0,0,1,1.04150626849419,1,0
"415","45","Transferring job locations. ",4,2,2,0.0163841139065855,0.0183275024904388,0,1,0,1,0,1,-0.682366175909988,0,1
"416","45","Danzantes Unidos Festival in Fresno.",1,0,1,-0.846160205304626,-0.464099659838529,0,1,0,1,0,1,-1.97527050921312,0,1
"417","45","Beyond Wonderland with my boyfriend.",5,4,1,0.878928433117797,-0.464099659838529,1,0,0,1,1,0,-0.251398064808943,0,1
"418","45","High School Grad Nite.",1,0,1,-0.846160205304626,-0.464099659838529,0,1,0,1,0,1,-1.97527050921312,0,1
"419","45","The start of the pandemic. ",6,2,4,0.0163841139065855,0.983181827148375,0,1,1,0,0,1,0.179570046292102,0,0
"420","45","Receiving my UCR acceptance letter. ",8,3,5,0.447656273512191,1.46560898947734,1,0,1,0,0,1,1.04150626849419,1,0
"421","45","Selling Girl Scout cookies. ",8,6,2,1.74147275232901,0.0183275024904388,1,0,0,1,1,0,1.04150626849419,1,0
"422","45","Coldplay concert for my birthday. ",7,2,5,0.0163841139065855,1.46560898947734,0,1,1,0,0,1,0.610538157393147,1,0
"423","45","Moving into my first apartment. ",7,4,3,0.878928433117797,0.500754664819407,1,0,1,0,1,0,0.610538157393147,1,0
"424","45","My dad with the owie lamb. ",8,2,6,0.0163841139065855,1.94803615180631,0,1,1,0,0,1,1.04150626849419,1,0
"425","45","24 Hour Fitness child care.",6,4,2,0.878928433117797,0.0183275024904388,1,0,0,1,1,0,0.179570046292102,0,0
"426","45","Seattle with my Girl Scout Troop. ",6,2,4,0.0163841139065855,0.983181827148375,0,1,1,0,0,1,0.179570046292102,0,0
"427","45","Getting my first piercing. ",5,3,2,0.447656273512191,0.0183275024904388,1,0,0,1,1,0,-0.251398064808943,0,1
"428","45","My dog, Cato, passing away. ",6,3,3,0.447656273512191,0.500754664819407,1,0,1,0,0,1,0.179570046292102,0,0
"429","45","Getting my driver's license. ",7,4,3,0.878928433117797,0.500754664819407,1,0,1,0,1,0,0.610538157393147,1,0
"430","45","Getting baptized. ",4,1,3,-0.41488804569902,0.500754664819407,0,1,1,0,0,1,-0.682366175909988,0,1
"431","45","Funko Pops with my boyfriend. ",6,2,4,0.0163841139065855,0.983181827148375,0,1,1,0,0,1,0.179570046292102,0,0
"432","45","First car accident in my car.",6,1,5,-0.41488804569902,1.46560898947734,0,1,1,0,0,1,0.179570046292102,0,0
