"","subID","memory","degree","outdegree","indegree","outdegree_scaled","indegree_scaled","high_outdegree","low_outdegree","high_indegree","low_indegree","outdegree_mem","indegree_mem","degree_scaled","high_degree","low_degree"
"217","23","Family trip to new york city to visit my aunt ",1,0,1,-0.846160205304626,-0.464099659838529,1,0,1,0,0,1,-0.470639535448356,0,0
"218","23","The day I got my dog for my 7th birthday ",1,0,1,-0.846160205304626,-0.464099659838529,1,0,1,0,0,1,-0.470639535448356,0,0
"219","23","My 5th grade graduation ",1,0,1,-0.846160205304626,-0.464099659838529,1,0,1,0,0,1,-0.470639535448356,0,0
"220","23","The day I passed my drivers license test ",2,1,1,-0.41488804569902,-0.464099659838529,1,0,1,0,1,0,-0.067234219349765,1,0
"221","23","My 5th birthday party ",7,5,2,1.3102005927234,0.0183275024904388,1,0,1,0,1,0,1.94979236114319,1,0
"222","23","The day my cousin moved to vegas ",5,3,2,0.447656273512191,0.0183275024904388,1,0,1,0,1,0,1.14298172894601,1,0
"223","23","When I got first place at worlds",2,1,1,-0.41488804569902,-0.464099659838529,1,0,1,0,1,0,-0.067234219349765,1,0
"224","23","Family trip to Disney World ",1,0,1,-0.846160205304626,-0.464099659838529,1,0,1,0,0,1,-0.470639535448356,0,0
"225","23","Became league champion for the 100 and 200m",2,1,1,-0.41488804569902,-0.464099659838529,1,0,1,0,1,0,-0.067234219349765,1,0
"226","23","Family trip the Bahamas ",2,0,2,-0.846160205304626,0.0183275024904388,1,0,1,0,0,1,-0.067234219349765,1,0
"227","23","The day my uncle passed away ",0,0,0,-0.846160205304626,-0.946526822167497,1,0,0,1,1,0,-0.874044851546946,0,1
"228","23","My high school graduation party ",1,1,0,-0.41488804569902,-0.946526822167497,1,0,0,1,1,0,-0.470639535448356,0,0
"229","23","The day I ran 12.27 in the 100m",1,0,1,-0.846160205304626,-0.464099659838529,1,0,1,0,0,1,-0.470639535448356,0,0
"230","23","The day I moved to UC Riverside ",1,0,1,-0.846160205304626,-0.464099659838529,1,0,1,0,0,1,-0.470639535448356,0,0
"231","23","Family trip to Washigton DC ",2,0,2,-0.846160205304626,0.0183275024904388,1,0,1,0,0,1,-0.067234219349765,1,0
"232","23","The day my aunt Jonie moved out",0,0,0,-0.846160205304626,-0.946526822167497,1,0,0,1,1,0,-0.874044851546946,0,1
"233","23","My brothers 8th grade graduation ",2,0,2,-0.846160205304626,0.0183275024904388,1,0,1,0,0,1,-0.067234219349765,1,0
"234","23","My last gymnastics competition ",1,0,1,-0.846160205304626,-0.464099659838529,1,0,1,0,0,1,-0.470639535448356,0,0
"235","23","My 8th grade graduation ",1,0,1,-0.846160205304626,-0.464099659838529,1,0,1,0,0,1,-0.470639535448356,0,0
"236","23","Saying goodbye to my friends before moving ",1,0,1,-0.846160205304626,-0.464099659838529,1,0,1,0,0,1,-0.470639535448356,0,0
"237","23","Last day practicing with coach and reggie ",4,3,1,0.447656273512191,-0.464099659838529,1,0,1,0,1,0,0.739576412847416,1,0
"238","23","When my teacher took my harry potter book ",3,0,3,-0.846160205304626,0.500754664819407,1,0,1,0,0,1,0.336171096748826,1,0
"239","23","The day I passed my permit test ",11,11,0,3.89783355035704,-0.946526822167497,1,0,0,1,1,0,3.56341362553755,1,0
"240","23","My last AP Gov class of high school ",0,0,0,-0.846160205304626,-0.946526822167497,1,0,0,1,1,0,-0.874044851546946,0,1
