"","subID","memory","degree","outdegree","indegree","outdegree_scaled","indegree_scaled","high_outdegree","low_outdegree","high_indegree","low_indegree","outdegree_mem","indegree_mem","degree_scaled","high_degree","low_degree"
"193","22","Sadness",4,3,1,0.447656273512191,-0.464099659838529,1,0,1,0,1,0,0.0404053847452433,0,0
"194","22","Joyful",4,1,3,-0.41488804569902,0.500754664819407,0,1,1,0,0,1,0.0404053847452433,0,0
"195","22","Betrayed",3,2,1,0.0163841139065855,-0.464099659838529,1,0,1,0,1,0,-0.444459232197675,0,1
"196","22","Painful",7,7,0,2.17274491193461,-0.946526822167497,1,0,0,1,1,0,1.494999235574,1,0
"197","22","Annoyed",2,1,1,-0.41488804569902,-0.464099659838529,0,1,1,0,1,0,-0.929323849140593,0,1
"198","22","Concerned",4,2,2,0.0163841139065855,0.0183275024904388,1,0,1,0,0,1,0.0404053847452433,0,0
"199","22","Funny",1,0,1,-0.846160205304626,-0.464099659838529,0,1,1,0,0,1,-1.41418846608351,0,1
"200","22","Naive",4,2,2,0.0163841139065855,0.0183275024904388,1,0,1,0,0,1,0.0404053847452433,0,0
"201","22","Energetic",4,3,1,0.447656273512191,-0.464099659838529,1,0,1,0,1,0,0.0404053847452433,0,0
"202","22","Hopeful",2,1,1,-0.41488804569902,-0.464099659838529,0,1,1,0,1,0,-0.929323849140593,0,1
"203","22","Worried",4,3,1,0.447656273512191,-0.464099659838529,1,0,1,0,1,0,0.0404053847452433,0,0
"204","22","Happy",5,0,5,-0.846160205304626,1.46560898947734,0,1,1,0,0,1,0.525270001688161,1,0
"205","22","Broken",4,2,2,0.0163841139065855,0.0183275024904388,1,0,1,0,0,1,0.0404053847452433,0,0
"206","22","Heartbroken",11,6,5,1.74147275232901,1.46560898947734,1,0,1,0,1,0,3.43445770334567,1,0
"207","22","New Perspectives",4,3,1,0.447656273512191,-0.464099659838529,1,0,1,0,1,0,0.0404053847452433,0,0
"208","22","Critique",4,0,4,-0.846160205304626,0.983181827148375,0,1,1,0,0,1,0.0404053847452433,0,0
"209","22","Disconnected",3,2,1,0.0163841139065855,-0.464099659838529,1,0,1,0,1,0,-0.444459232197675,0,1
"210","22","Easy going",4,3,1,0.447656273512191,-0.464099659838529,1,0,1,0,1,0,0.0404053847452433,0,0
"211","22","Peaceful",3,0,3,-0.846160205304626,0.500754664819407,0,1,1,0,0,1,-0.444459232197675,0,1
"212","22","Fun Chaotic",1,0,1,-0.846160205304626,-0.464099659838529,0,1,1,0,0,1,-1.41418846608351,0,1
"213","22","Workaholic ",2,1,1,-0.41488804569902,-0.464099659838529,0,1,1,0,1,0,-0.929323849140593,0,1
"214","22","Time Management",5,1,4,-0.41488804569902,0.983181827148375,0,1,1,0,0,1,0.525270001688161,1,0
"215","22","Music Therapy",3,1,2,-0.41488804569902,0.0183275024904388,0,1,1,0,0,1,-0.444459232197675,0,1
"216","22","Sleepy",6,3,3,0.447656273512191,0.500754664819407,1,0,1,0,0,1,1.01013461863108,1,0
