"","subID","memory","degree","outdegree","indegree","outdegree_scaled","indegree_scaled","high_outdegree","low_outdegree","high_indegree","low_indegree","outdegree_mem","indegree_mem","degree_scaled","high_degree","low_degree"
"649","79","parrots, death, religion, hospital, thunder",0,0,0,-0.846160205304626,-0.946526822167497,0,1,0,1,1,0,-1.91106906189954,0,1
"650","79"," room, struggle, five, unkept",0,0,0,-0.846160205304626,-0.946526822167497,0,1,0,1,1,0,-1.91106906189954,0,1
"651","79","dad, tears, unfair, anger",2,1,1,-0.41488804569902,-0.464099659838529,0,1,0,1,1,0,-0.993755912187762,0,1
"652","79","helicopter, spotlight, danger, gun",3,2,1,0.0163841139065855,-0.464099659838529,1,0,0,1,1,0,-0.535099337331872,0,1
"653","79","cancer, call, tears",6,4,2,0.878928433117797,0.0183275024904388,1,0,1,0,1,0,0.840870387235798,1,0
"654","79","wither, weak, tubes, food",1,1,0,-0.41488804569902,-0.946526822167497,0,1,0,1,1,0,-1.45241248704365,0,1
"655","79","joy, love, bestie, eyes",6,3,3,0.447656273512191,0.500754664819407,1,0,1,0,0,1,0.840870387235798,1,0
"656","79","friend, chem, talk",6,4,2,0.878928433117797,0.0183275024904388,1,0,1,0,1,0,0.840870387235798,1,0
"657","79","group, apartment, slime, dance",6,5,1,1.3102005927234,-0.464099659838529,1,0,0,1,1,0,0.840870387235798,1,0
"658","79","flowers, car, food, open",4,2,2,0.0163841139065855,0.0183275024904388,1,0,1,0,0,1,-0.0764427624759818,0,1
"659","79","grandma, beautiful, funny, tiktok, ",6,4,2,0.878928433117797,0.0183275024904388,1,0,1,0,1,0,0.840870387235798,1,0
"660","79","mom, sad, surgery, """"ugly"""", weight",6,1,5,-0.41488804569902,1.46560898947734,0,1,1,0,0,1,0.840870387235798,1,0
"661","79","parents, money, argue, belittle,",7,7,0,2.17274491193461,-0.946526822167497,1,0,0,1,1,0,1.29952696209169,1,0
"662","79","work, hug, comfort, break, leave",4,0,4,-0.846160205304626,0.983181827148375,0,1,1,0,0,1,-0.0764427624759818,0,1
"663","79","sister, love, roblox, hug",2,1,1,-0.41488804569902,-0.464099659838529,0,1,0,1,1,0,-0.993755912187762,0,1
"664","79"," looks, perfect, ugly, notice, bad",6,2,4,0.0163841139065855,0.983181827148375,1,0,1,0,0,1,0.840870387235798,1,0
"665","79","dream, fear, shooting ,hide, accept",4,2,2,0.0163841139065855,0.0183275024904388,1,0,1,0,0,1,-0.0764427624759818,0,1
"666","79","phone, trouble, talking, people, pillow",6,4,2,0.878928433117797,0.0183275024904388,1,0,1,0,1,0,0.840870387235798,1,0
"667","79","ponytail, mirror, stare, cry, mark",6,1,5,-0.41488804569902,1.46560898947734,0,1,1,0,0,1,0.840870387235798,1,0
"668","79","illness, hate, embarrassed, hide, makeup, medicine",5,2,3,0.0163841139065855,0.500754664819407,1,0,1,0,0,1,0.382213812379908,1,0
"669","79","dying, fear, after, unknown",4,0,4,-0.846160205304626,0.983181827148375,0,1,1,0,0,1,-0.0764427624759818,0,1
"670","79","weird, stalk, text, scary, paranoid, man",6,0,6,-0.846160205304626,1.94803615180631,0,1,1,0,0,1,0.840870387235798,1,0
"671","79","mom, walmart, hard, money, 12am, starving",1,1,0,-0.41488804569902,-0.946526822167497,0,1,0,1,1,0,-1.45241248704365,0,1
"672","79","rice, meat, dinner, only, onion, hungry, best",3,3,0,0.447656273512191,-0.946526822167497,1,0,0,1,1,0,-0.535099337331872,0,1
