"","subID","memory","degree","outdegree","indegree","outdegree_scaled","indegree_scaled","high_outdegree","low_outdegree","high_indegree","low_indegree","outdegree_mem","indegree_mem","degree_scaled","high_degree","low_degree"
"673","83","daycare help, dim lights in fall",2,2,0,0.0163841139065855,-0.946526822167497,1,0,0,1,1,0,-0.327666210080038,0,1
"674","83","elementary sister lunches",4,3,1,0.447656273512191,-0.464099659838529,1,0,1,0,1,0,0.546110350133397,1,0
"675","83","mom volunteering christmas day kindergarten ",4,1,3,-0.41488804569902,0.500754664819407,1,0,1,0,0,1,0.546110350133397,1,0
"676","83","asb lta secretary",9,6,3,1.74147275232901,0.500754664819407,1,0,1,0,1,0,2.73055175066699,1,0
"677","83","ucla sleepover bruin life",4,2,2,0.0163841139065855,0.0183275024904388,1,0,1,0,0,1,0.546110350133397,1,0
"678","83","mental hospital confusion",2,0,2,-0.846160205304626,0.0183275024904388,0,1,1,0,0,1,-0.327666210080038,0,1
"679","83","selling childhood home",4,2,2,0.0163841139065855,0.0183275024904388,1,0,1,0,0,1,0.546110350133397,1,0
"680","83","moving to seattle for...ever?",0,0,0,-0.846160205304626,-0.946526822167497,0,1,0,1,1,0,-1.20144277029347,0,1
"681","83","driver's license mailbox mina accident",4,0,4,-0.846160205304626,0.983181827148375,0,1,1,0,0,1,0.546110350133397,1,0
"682","83","first job in n out",3,1,2,-0.41488804569902,0.0183275024904388,1,0,1,0,0,1,0.109222070026679,1,0
"683","83","boba vape freezer",2,2,0,0.0163841139065855,-0.946526822167497,1,0,0,1,1,0,-0.327666210080038,0,1
"684","83","starbucks drive-thru and bar love",7,5,2,1.3102005927234,0.0183275024904388,1,0,1,0,1,0,1.85677519045355,1,0
"685","83","moving in to dorm",3,2,1,0.0163841139065855,-0.464099659838529,1,0,1,0,1,0,0.109222070026679,1,0
"686","83","delts ceos and hoes ensuing chaos",0,0,0,-0.846160205304626,-0.946526822167497,0,1,0,1,1,0,-1.20144277029347,0,1
"687","83","fourth of july nobu police stop",5,3,2,0.447656273512191,0.0183275024904388,1,0,1,0,1,0,0.982998630240115,1,0
"688","83","oregon police pleads",0,0,0,-0.846160205304626,-0.946526822167497,0,1,0,1,1,0,-1.20144277029347,0,1
"689","83","spring quarter sopi pledging memories",0,0,0,-0.846160205304626,-0.946526822167497,0,1,0,1,1,0,-1.20144277029347,0,1
"690","83","sd uggs",2,1,1,-0.41488804569902,-0.464099659838529,1,0,1,0,1,0,-0.327666210080038,0,1
"691","83","rainy post college ramen boba croffle",0,0,0,-0.846160205304626,-0.946526822167497,0,1,0,1,1,0,-1.20144277029347,0,1
"692","83","75 hard winter quarter growth",2,1,1,-0.41488804569902,-0.464099659838529,1,0,1,0,1,0,-0.327666210080038,0,1
"693","83","covid first sneakout first kiss",3,2,1,0.0163841139065855,-0.464099659838529,1,0,1,0,1,0,0.109222070026679,1,0
"694","83","opening first college acceptance",0,0,0,-0.846160205304626,-0.946526822167497,0,1,0,1,1,0,-1.20144277029347,0,1
"695","83","klara's house paranoia ",4,0,4,-0.846160205304626,0.983181827148375,0,1,1,0,0,1,0.546110350133397,1,0
"696","83","irvine spectrum summerfields steal bonding",2,0,2,-0.846160205304626,0.0183275024904388,0,1,1,0,0,1,-0.327666210080038,0,1
